srno,product_id,sku,country,language,currency,product_name,description,linename,categories,search_keyword,default_image,default_image_color_code,default_color,attr_colors,attr_imprint_color,attr_shape,attr_decimal,valid_up_to,matrix_price,matrix_frieght,vat,vat_unit,packaging_type,packaging_charges,packaging_code,video_url,distributor_central_url,special_price_valid_up_to,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,featue_49
142,1238579,20-74326,US,en,USD,"Overseas Direct, 26 oz. Juicer Bottle",<h1>26 oz. Juicer Bottle<br />Easy seal lid<br />Juice fruit directly into your water<br />Measurements on bottle (mL)<br />See item# 74426 for Shaker Bottle<br />Note: This product is intended for cold liquids only</h1>,AAkron Line,Juicer/Shaker Bottles|Overseas Direct,20-74326|26 oz. Juicer Bottle|Overseas Direct|Juicer/Shaker Bottles|Drinkware,5/20-74326-blue_2.jpg,,Blue,Blue|Black|Lime green,,,2,2016-12-12,,,,,,,,,,,Proof |Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver ",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,"Domestic Option|See item# 74326 ",Note|This product is intended for cold liquids only,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1238578,20-74316,US,en,USD,"Overseas Direct, 16 oz. Double Wall Mood Mason Jar","<ul>
<li><span style=""font-family: 'Open Sans', sans-serif; font-size: 12px; line-height: 20px;"">16 oz. Double Wall Mason Jar</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Double-wall design</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Mood pattern changes color with ice cold liquids</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Includes matching lid and straw</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Hand wash only</span></li>
</ul>",AAkron Line,Plastic Mason Jars|Overseas Direct,20-74316|Overseas Direct|Drinkware|Mason Jar|Mood Products|16 oz. Double Wall Mood Mason Jar,5/20-74316-purple_1.jpg,,Purple,Red|Blue|Purple,,,2,2016-12-12,,,,,,,,,,,"Pricing Includes |A one color imprint on one or two sides. Unless specified, orders will be set up as a one sided imprint. Contact factory for multi-color imprints.",Proof |Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver ",Please Note |Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,"Warning |Severe weather conditions may effect the mood changes. ","Domestic Option|See item #74316 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1238577,20-74216,US,en,USD,"Overseas Direct, 16 oz. Mood Cube Tumbler","<ul>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Exclusive cube design changes color with ice cold liquids</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Double wall insulated</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Includes twist off lid with matching straw</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Hand wash only</span></li>
</ul>
<p>&nbsp;</p>",AAkron Line,TUMBLERS|Overseas Direct,20-74216|Overseas Direct|16 oz. Mood Cube Tumbler|Mood Products|Tumblers|Drinkware,5/20-74216-royal-blue_2.jpg,,Royal Blue,Red|Lime green|Pink|Royal Blue,,,2,2016-12-12,,,,,,,,,,,"Pricing Includes |A one color imprint on one or two sides. Unless specified, orders will be set up as a one side imprint. Contact factory for multi-color imprints.",Proof|Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black , White , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Athletic Gold , Silver , Gold ",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,Size|7-13/16'' x 2-7/8'' diameter (with lid),Domestic Option|See item #74216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1238576,20-74020,US,en,USD,"Overseas Direct, 20 oz. Infuser Tumbler","<ul>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Infuse&nbsp; your water with fresh fruit flavor!</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Twist off lid with removable separator &amp; matching straw</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Wide opening allows for easy filling and cleaning</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Great for fruit or tea</span></li>
<li><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Hand wash only</span></li>
</ul>
<p>&nbsp;</p>",AAkron Line,TUMBLERS|Overseas Direct,20-74020|20 oz. Infuser Tumbler|Tumbler|Drinkware,5/20-74020-royal-blue_2.jpg,,Royal Blue,Red|Lime green|White|Pink|Royal Blue,,,2,2016-12-12,,,,,,,,,,,"Pricing Includes |A one-color imprint on one or two sides. Unless specified, orders will be set up as a one side imprint. Contact factory for multi-color imprints.","Imprint Colors |Black , White , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver",Proof|Proof samples 10-15 days after receipt of order and artwork.,Size|7-3/4'' x 2-7/8'' (with lid),"Domestic Option|See item #74020 ",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1238575,20-44430,US,en,USD,"Overseas Direct, Touch Screen Gloves","<p><strong style=""box-sizing: border-box; font-family: 'Open Sans', sans-serif; margin: 0px; padding: 0px; border: 0px; outline: none 0px; font-size: 14px; vertical-align: baseline; color: #333333; line-height: 20px;"">Touch Screen Gloves</strong><br style=""box-sizing: border-box; font-family: 'Open Sans', sans-serif; color: #333333; font-size: 14px; line-height: 20px;"" /><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Conductive fingertips provide universal touch screen compatibility</span><br style=""box-sizing: border-box; font-family: 'Open Sans', sans-serif; color: #333333; font-size: 14px; line-height: 20px;"" /><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Adult size gloves - one size fits most.</span><br style=""box-sizing: border-box; font-family: 'Open Sans', sans-serif; color: #333333; font-size: 14px; line-height: 20px;"" /><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">90% Acrylic, 5% Spandex, 5% Conductive Fiber&nbsp;</span></p>",AAkron Line,Overseas Direct|Touch Screen Gloves,Touch Screen Gloves|Overseas Direct|Phone Accessories|20-44430|Winter Accessories|Gloves|Accessories|2044430,5/20-44430-blue_1.jpg,,Blue,Red|Blue|Black|Gray,,,2,2016-12-12,,,,,,,,,,,"Pricing Includes |Full Color Digital imprinting on one glove. If not specified, right hand glove will be printed. Contact factory for multi-location imprints.",Proof|Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Full Color Digital printing using four-color process colors (CMYK). On colored products, there may be a slight variation in the imprint. ",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,"Size|7.87"" from finger tip to bottom of wrist","Domestic Option|See item #80-44430 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1238574,20-72500,US,en,USD,"Overseas Direct, Pocket Can Cooler","<p>Lightweight foam</p>
<p>Folds flat</p>
<p>Pocket can cooler&nbsp;</p>",AAkron Line,Can Coolers|Overseas Direct,20-72500|Pocket Can Cooler|Overseas Direct,5/20-72500-black_3.jpg,,Black,Red|Purple|Black|Orange|Royal Blue,,,3,2016-12-12,,,,,,,,,,,"Pricing Includes |A one-color imprint on one or 2 sides. If not specified, orders will be set as a one sided imprint. Contact factory for multi-color imprints. Font sizes must be 18 pt. or higher to print clearly. Small copy, thin lines, reverse imprints or detailed logos may not print clearly. ",Proof |Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black , White , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver ",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,Size |4-1/16'' x 5-1/8'',"Domestic Option|See item #72500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1238573,20-67916,US,en,USD,"Overseas Direct, 16 oz. Folding Water Bottle","<p>16 oz. Folding Water Bottle</p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Folds flat or rolls up &amp; clips with carabineer clip&nbsp;</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Lightweight, travels easily</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">White ""label"" provides space to write your name</span></p>",AAkron Line,Folding Water Bottle|Overseas Direct,20-67916|Overseas Direct|Drinkware|Folding Water Bottle|16 oz. Folding Water Bottle|Water Bottle,5/20-67916-red_3.jpg,,Red,Red|Blue|Green|Black|White|Orange,,,2,2016-12-12,,,,,,,,,,,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof|Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black, White, Red, Lt. Blue, Med. Blue, Dk. Blue, Lt. Green, Med. Green, Dk. Green, Brown, Purple, Yellow, Teal, Orange, Maroon, Gold, Athletic Gold, & Silver ",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,Size|10-1/2'' with cap x 4-11/16,"Domestic Option|See item #67916 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1238572,20-60040,US,en,USD,"Overseas Direct, Varsity Drawstring Backpack","<p>Varsity Drawstring Backpack</p>
<p>210D polyester material</p>
<p>Maximum weight recommendation: 25 lbs.&nbsp;</p>
<p>&nbsp;</p>",AAkron Line,Backpacks|Overseas Direct,20-60040|Backpacks|Varsity Drawstring Backpack|Bags & Totes|Overseas Direct|2060040|60040|80-60040|8060040|10-60040|1060040|Accessories|Jetty Backsack|Jetty Back Sack|Tres-Colored Sport Pack|Tres-Colored Sports Packs|Horizon Drawcord|Back Packs|Gym Sacks|GymSacks|Logoed Cinch Bags|Cinch Bags|Draw String Back Packs|DrawString BackPacks|Custom Bags|Custom Drawstring Bags|Customizable Drawstring Backpack|DrawString Bags|Bags and Totes|Personalized Drawstring Bags,5/20-60040-royal-blue_1.jpg,,Royal Blue,Red|Yellow|Lt. Blue|Royal Blue,,,2,2016-12-12,,,,,,,,,,,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof|Proof samples 10-15 days after receipt of order and artwork.,"Size|15"" W x 18"" H",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,Domestic Option|See item #60040,"Imprint Colors|Black , White , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1238571,20-60030,US,en,USD,"Overseas Direct, Insulated Cooler Bag","<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Insulated Cooler Bag</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">600D Polyester material with 2mm silver padded lining</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">16"" W x 13"" H with 6.5"" gussets</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Reinforced 26"" handles</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Insulated for hot or cold</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Front pocket with velcro closure</span></p>",AAkron Line,Insulated Bags|Overseas Direct,20-60030|Insulated Cooler Bag|Overseas Direct|Bags & Totes,5/20-60030-red_1.jpg,,Red,Red|Blue|Black|Lime green,,,2,2016-12-12,,,,,,,,,,,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof |Proof samples 10-15 days after receipt of order and artwork.,"Size|16"" W x 13"" H with 6.5"" gussets",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,"Domestic Option|See item #60030 ","Imprint Colors|Black , White , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1238570,20-59600,US,en,USD,"Overseas Direct, NW Large Insulated Bag","<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">90 gsm Non-Woven polypropylene material with 2mm padded lining&nbsp;</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Insulated for hot or cold</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Front pocket</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Reinforced 20"" Straps</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Plastic bottom insert for added support</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Maximum weight recommendation: 40 lbs.</span></p>
<p>&nbsp;</p>",AAkron Line,Insulated Bags|Overseas Direct,20-59600|Overseas Direct|Bags & Totes|Non-Woven Large Insulated Bag,5/20-59600.jpg,,,Blue|Black|Tan,,,2,2016-12-12,,,,,,,,,,,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof|Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black, White, Red, Lt. Blue, Med. Blue, Dk. Blue, Lt. Green, Med. Green, Dk. Green, Brown, Purple, Yellow, Teal, Orange, Maroon, Gold, Athletic Gold, & Silver ","Size|13"" W x 15"" H, with 10"" Gussets",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,Domestic Option|See item# 59600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1238569,20-59120,US,en,USD,"Overseas Direct, NW Double Bottle Wine Bag","<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">90 gsm non-woven polypropylene material</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">18"" long, 5mm braided nylon rope straps, threaded through reinforced metal grommets&nbsp;</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Front pocket</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Maximum weight recommendation: 2 standard bottles of wine&nbsp;</span></p>",AAkron Line,Tote Bags|Overseas Direct,20-59120|Non-Woven Double Bottle Wine Bag|Bags & Totes|Tote Bags|Overseas Direct,5/20-59120-black_1.jpg,,Black,Black|Pear Green|Beige,,,2,2016-12-12,,,,,,,,,,,Pricing Includes|A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof |Proof samples 10-15 days after receipt of order and artwork.,"Size|6-3/4"" W x 11"" H with 3-1/2"" gussets",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,Domestic Option|See item #59120,"Imprint Colors|Black , White , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1238568,20-59110,US,en,USD,"Overseas Direct, NW Single Wine Bottle Bag","<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif;""><span style=""font-size: 14px; line-height: 20px;"">Non-Woven Single Wine Bottle Bag&nbsp;</span></span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">90 gsm non-woven polypropylene material</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">18"" long, 5mm braided nylon rope straps</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Cardboard reinforced top</span></p>
<p><span style=""color: #333333; font-family: 'Open Sans', sans-serif; font-size: 14px; line-height: 20px;"">Maximum weight recommendation: standard bottle of wine&nbsp;</span></p>",AAkron Line,Tote Bags|Overseas Direct,20-59110|Overseas Direct|Non-Woven Single Bottle Wine Bag|Tote Bags|Bags & Totes,5/20-59110-pear-green_1.jpg,,Pear Green,Black|Pear Green|Beige|Bright Blue,,,3,2016-12-12,,,,,,,,,,,Domestic Option|See item# 59110,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof |Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black, White, Red, Lt. Blue, Med. Blue, Dk. Blue, Lt. Green, Med. Green, Dk. Green, Brown, Purple, Yellow, Teal, Orange, Maroon, Gold, Athletic Gold, & Silver ","Size |4-1/8"" W x 15-3/4"" H, with 3-3/4"" gussets.",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1238565,20-59070,US,en,USD,"Overseas Direct, NW Business Tote Bag","<p>90 gsm non-woven polypropylene material&nbsp;</p>
<p>Interior pen pockets</p>
<p>Mesh side pocket&nbsp;</p>
<p>Reinforced 26"" straps</p>
<p>Deep exterior pockets</p>
<p>Maximum weight recommendation: 40 lbs.&nbsp;</p>",AAkron Line,Tote Bags|Overseas Direct,20-59070|Non-Woven Business Tote Bag|Bags & Totes|Overseas Direct,5/20-59070-black-blue_2.jpg,,Black/Blue,Black/Blue|Black/Red|Black/Tan|Black/Green|Black/White,,,2,2016-12-12,,,,,,,,,,,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,"Proof|Proof samples 10-15 days after receipt of order and artwork.. ","Imprint Colors |Black, White, Red, Lt. Blue, Med. Blue, Dk. Blue, Lt. Green, Med. Green, Dk. Green, Brown, Purple, Yellow, Teal, Orange, Maroon, Gold, Athletic Gold, & Silver","Size|13-1/2"" W x 14"" H x 4-1/2"" Gussets",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,Domestic Option|See item# 59070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1238564,20-59040,US,en,USD,"Overseas Direct, NW Tundra Tote Bag","<p>90 gsm non-woven polypropylene material&nbsp;</p>
<p>Reinforced 19"" straps</p>
<p>8"" wide gussets&nbsp;</p>
<p>Convenient hanging loop</p>
<p>Plastic bottom for added support</p>
<p>maximum weight recommendation: 40 lbs.&nbsp;</p>",AAkron Line,Insulated Bags|Overseas Direct,20-59040|Non-Woven Tundra Tote Bag|Insulated Bags|Overseas Direct|Tote Bags,5/20-59040-tan_2.jpg,,Tan,Blue|Black|White|Tan,,,2,2016-12-12,,,,,,,,,,,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof |Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black , White , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver ","FOB|TN ",Please|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,"Domestic Option|See item #59040 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1238563,20-59030,US,en,USD,"Overseas Direct, NW Reflective Drawstring Backpack","<p>Non-Woven Reflective Drawstring Backpack</p>
<p>Doubles as a tote with easy grip handles</p>
<p>75 gsm non-woven polypropylene material</p>
<p>Reflective 1"" stripes, highly visible at night</p>
<p>Reinforced corner eyelets</p>
<p>Maximum weight recommendation: 25 lbs.&nbsp;</p>",AAkron Line,Backpacks|Overseas Direct,20-59030|Non-Woven Reflective Drawstring Backpack|Backpacks|Overseas Direct,5/20-59030-lime-green_2.jpg,,Lime green,Red|Blue|Black|Lime green|White|Yellow,,,2,2016-12-12,,,,,,,,,,,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof |Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black, White, Red, Lt. Blue, Med. Blue, Dk. Blue, Lt. Green, Med. Green, Dk. Green, Brown, Purple, Yellow, Teal, Orange, Maroon, Gold, Athletic Gold, & Silver ","Size|16"" W x 19-1/2"" H","Imprint Area |6"" W x 9"" H. Due to material, detailed logos and fine type are not recommended. Screen/Halftones are not recommended. Highest frequency possible is 28 lpi. ","Overseas Direct |Domestic option - #20-59030 available ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1238560,20-59020,US,en,USD,"Overseas Direct, NW Fiesta Tote Bag","<p>Non-Woven Fiest Tote Bag</p>
<p>75 gsm non-woven polypropylene material</p>
<p>Tear resistant&nbsp;</p>
<p>Hemmed opening</p>
<p>Black accent piping&nbsp;</p>
<p>Reinforced 18"" straps</p>
<p>Maximum weight recommednation: 25 lbs.</p>",AAkron Line,Tote Bags|Overseas Direct,20-59020|Overseas Direct|Non-Woven Fiesta Tote Bag|Tote Bags,5/20-59020-fuschia_2.jpg,,Pink,Red|Blue|Black|Lime green|White|Yellow|Pink,,,3,2016-12-12,,,,,,,,,,,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof |Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black , White , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver ","Size|12"" wide at top, 8"" wide at bottom. 10"" high. Side gussets taper from 3-3/4"" at the top to 3-1/2"" at the bottom.","Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability. ",Domestic Option|See item #59020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1238557,20-59015,US,en,USD,"Overseas Direct, NW Colossal Tote Bag","<p>75 gsm Non-Woven Polypropylene Material</p>
<p>Side and bottom gussets</p>
<p>Reinforced 28"" straps</p>
<p>Hemmed opening&nbsp;</p>
<p>Maximum weight recommendation: 40 lbs.</p>
<p>&nbsp;</p>",AAkron Line,Tote Bags|Overseas Direct,20-59015|Overseas Direct|Tote Bags|NW Colossal Tote,5/20-59015-red_2.jpg,,Red,Red|Blue|Black|Lime green|White|Light Blue,,,2,2016-12-12,,,,,,,,,,,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof |Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black , White , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver ","Size|20"" W x 16"" H with 8 "" gussets",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,Domestic Option|See item #59015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1238551,20-59010,US,en,USD,"Overseas Direct, NW Tote Bag","<ul>
<li>Non-Woven Tote Bag</li>
<li>Ideal Size</li>
<li>75 gsm Non-Woven Polypropylene Material</li>
<li>Tear Resistant</li>
<li>Water Repellent&nbsp;</li>
<li>Side &amp; Bottom Gussets</li>
<li>Hemmed Opening&nbsp;</li>
<li>Reinforced 22"" Straps</li>
<li>Maximum weight recommendation 40 lbs.&nbsp;</li>
</ul>",AAkron Line,Tote Bags|Overseas Direct,20-59010|Overseas Direct|Tote Bags|Non-Woven Tote Bag,5/20-59010-black_1.jpg,,Black,Red|Blue|Purple|Black|Lime green|White|Yellow|Pink|Light Blue|Tan,,,3,2016-12-12,,,,,,,,,,,Pricing Includes |A one-color imprint on one side. Contact factory for multi-color and/or multi-location imprints.,Proof |Proof samples 10-15 days after receipt of order and artwork.,"Imprint Colors |Black , White , Red , Lt. Blue , Med. Blue , Dk. Blue , Lt. Green , Med. Green , Dk. Green , Brown , Purple , Yellow , Teal , Orange , Maroon , Gold , Athletic Gold , Silver ","Size|15"" W x 12"" H x 3"" Gusset",Please Note|Production time on average is 45 days after approval. Transit time is approx. 35 days - consolidated shipping via ocean to factory. Contact factory for air freight availability.,Domestic Option|See item# 59010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
